operacao,ocupacao
962,97
963,98
964,99
965,100
966,99
967,98
968,97
969,96
970,95
971,94
972,93
973,92
974,91
975,90
976,89
977,88
978,89
979,90
980,91
981,92
982,93
983,94
984,95
985,94
986,93
987,94
988,95
989,96
990,97
991,98
992,97
993,98
994,99
995,98
996,99
997,98
998,99
999,98
1000,99
1001,98
1002,99
1003,98
1004,99
1005,98
1006,99
1007,98
1008,97
1009,98
1010,99
1011,98
1012,99
1013,98
1014,99
1015,100
1016,99
1017,98
1018,97
1019,96
1020,95
1021,94
1022,93
1023,92
1024,91
1025,92
1026,93
1027,94
1028,95
1029,96
1030,97
1031,96
1032,95
1033,96
1034,95
1035,96
1036,95
1037,94
1038,95
1039,96
1040,97
1041,98
1042,99
1043,100
1044,99
1045,98
1046,97
1047,96
1048,95
1049,94
1050,95
1051,96
1052,97
1053,98
1054,99
1055,100
1056,99
1057,98
1058,99
1059,100
1060,99
1061,98
1062,99
1063,100
1064,99
1065,98
1066,99
1067,100
1068,99
1069,100
1070,99
1071,98
1072,99
1073,100
1074,99
1075,98
1076,99
1077,100
1078,99
1079,100
1080,99
1081,100
1082,99
1083,100
1084,99
1085,100
1086,99
1087,98
1088,99
1089,100
1090,99
1091,100
1092,99
1093,100
1094,99
1095,100
1096,99
1097,98
1098,99
1099,100
1100,99
1101,98
1102,97
1103,96
1104,95
1105,94
1106,93
1107,94
1108,95
1109,96
1110,97
1111,98
1112,99
1113,100
1114,99
1115,98
1116,99
1117,98
1118,97
1119,96
1120,97
1121,98
1122,99
1123,100
1124,99
1125,98
1126,99
1127,98
1128,97
1129,98
1130,99
1131,100
1132,99
1133,100
1134,99
1135,100
1136,99
1137,98
1138,99
1139,98
1140,99
1141,98
1142,99
1143,98
1144,99
1145,98
1146,99
1147,100
1148,99
1149,100
1150,99
1151,98
1152,99
1153,98
1154,97
1155,96
1156,97
1157,98
1158,99
1159,100
1160,99
1161,98
1162,99
1163,100
1164,99
1165,100
1166,99
1167,98
1168,99
1169,98
1170,97
1171,98
1172,99
1173,100
1174,99
1175,98
1176,99
1177,100
1178,99
1179,98
1180,99
1181,98
1182,99
1183,98
1184,99
1185,100
1186,99
1187,100
1188,99
1189,98
1190,97
1191,96
1192,95
1193,94
1194,93
1195,92
1196,91
1197,92
1198,93
1199,94
1200,95
1201,96
1202,97
1203,98
1204,97
1205,98
1206,97
1207,96
1208,97
1209,96
1210,97
1211,98
1212,97
1213,98
1214,99
1215,98
1216,97
1217,98
1218,97
1219,98
1220,99
1221,98
1222,99
1223,98
1224,97
1225,98
1226,99
1227,98
1228,97
1229,98
1230,99
1231,100
1232,99
1233,98
1234,97
1235,96
1236,95
1237,96
1238,97
1239,98
1240,99
1241,100
1242,99
1243,98
1244,97
1245,96
1246,95
1247,94
1248,93
1249,92
1250,91
1251,90
1252,89
1253,88
1254,87
1255,86
1256,85
1257,84
1258,83
1259,82
1260,81
1261,80
1262,79
1263,78
1264,77
1265,76
1266,75
1267,74
1268,73
1269,74
1270,73
1271,72
1272,71
1273,70
1274,69
1275,70
1276,71
1277,72
1278,73
1279,74
1280,75
1281,76
1282,77
1283,78
1284,79
1285,80
1286,81
1287,82
1288,83
1289,84
1290,85
1291,86
1292,87
1293,88
1294,89
1295,90
1296,91
1297,92
1298,93
1299,94
1300,95
1301,96
1302,97
1303,98
1304,99
1305,100
1306,99
1307,100
1308,99
1309,100
1310,99
1311,100
1312,99
1313,100
1314,99
1315,100
1316,99
1317,100
1318,99
1319,100
1320,99
1321,100
1322,99
1323,100
1324,99
1325,100
1326,99
1327,98
1328,97
1329,96
1330,95
1331,94
1332,95
1333,94
1334,93
1335,94
1336,95
1337,96
1338,97
1339,98
1340,99
1341,98
1342,99
1343,100
1344,99
1345,100
1346,99
1347,100
1348,99
1349,100
1350,99
1351,100
1352,99
1353,100
1354,99
1355,100
1356,99
1357,100
1358,99
1359,100
1360,99
1361,100
1362,99
1363,98
1364,99
1365,100
1366,99
1367,100
1368,99
1369,100
1370,99
1371,100
1372,99
1373,98
1374,99
1375,100
1376,99
1377,100
1378,99
1379,100
1380,99
1381,98
1382,97
1383,98
1384,99
1385,98
1386,97
1387,96
1388,97
1389,98
1390,97
1391,96
1392,95
1393,94
1394,95
1395,96
1396,95
1397,96
1398,97
1399,98
1400,99
1401,100
1402,99
1403,100
1404,99
1405,98
1406,99
1407,100
1408,99
1409,98
1410,99
1411,100
1412,99
1413,98
1414,99
1415,100
1416,99
1417,100
1418,99
1419,98
1420,97
1421,96
1422,95
1423,94
1424,95
1425,96
1426,97
1427,98
1428,99
1429,100
1430,99
1431,98
1432,99
1433,100
1434,99
1435,100
1436,99
1437,100
1438,99
1439,100
1440,99
1441,100
1442,99
1443,100
1444,99
1445,100
1446,99
1447,100
1448,99
1449,100
1450,99
1451,100
1452,99
1453,98
1454,97
1455,96
1456,95
1457,94
1458,93
1459,92
1460,91
1461,90
1462,89
1463,88
1464,87
1465,86
1466,85
1467,84
1468,83
1469,84
1470,85
1471,86
1472,87
1473,88
1474,89
1475,88
1476,87
1477,86
1478,87
1479,88
1480,89
1481,90
1482,91
1483,92
1484,93
1485,94
1486,95
1487,96
1488,97
1489,98
1490,99
1491,100
1492,99
1493,98
1494,97
1495,96
1496,95
1497,94
1498,93
1499,92
1500,91
1501,90
1502,89
1503,88
1504,89
1505,90
1506,91
1507,92
1508,91
1509,92
1510,93
1511,94
1512,95
1513,96
1514,97
1515,96
1516,95
1517,94
1518,95
1519,96
1520,95
1521,94
1522,93
1523,92
1524,93
1525,94
1526,95
1527,94
1528,93
1529,92
1530,91
1531,90
1532,89
1533,90
1534,91
1535,90
1536,89
1537,88
1538,89
1539,90
1540,89
1541,88
1542,87
1543,86
1544,85
1545,86
1546,87
1547,86
1548,85
1549,84
1550,85
1551,86
1552,87
1553,88
1554,89
1555,90
1556,91
1557,92
1558,93
1559,94
1560,95
1561,96
1562,95
1563,94
1564,93
1565,92
1566,93
1567,94
1568,93
1569,92
1570,93
1571,94
1572,95
1573,96
1574,97
1575,98
1576,99
1577,100
1578,99
1579,100
1580,99
1581,100
1582,99
1583,100
1584,99
1585,98
1586,97
1587,96
1588,95
1589,96
1590,97
1591,98
1592,99
1593,100
1594,99
1595,100
1596,99
1597,98
1598,99
1599,100
1600,99
1601,98
1602,97
1603,96
1604,95
1605,94
1606,93
1607,92
1608,91
1609,90
1610,89
1611,88
1612,87
1613,86
1614,85
1615,84
1616,83
1617,82
1618,81
1619,80
1620,79
1621,78
1622,77
1623,76
1624,75
1625,74
1626,75
1627,76
1628,77
1629,78
1630,79
1631,78
1632,77
1633,78
1634,79
1635,80
1636,79
1637,78
1638,77
1639,78
1640,79
1641,78
1642,79
1643,80
1644,81
1645,82
1646,81
1647,80
1648,79
1649,78
1650,77
1651,76
1652,77
1653,78
1654,79
1655,78
1656,77
1657,78
1658,79
1659,80
1660,81
1661,82
1662,83
1663,84
1664,85
1665,86
1666,87
1667,88
1668,89
1669,90
1670,91
1671,92
1672,93
1673,94
1674,95
1675,96
1676,97
1677,98
1678,99
1679,100
1680,99
1681,100
1682,99
1683,100
1684,99
1685,100
1686,99
1687,100
1688,99
1689,100
1690,99
1691,100
1692,99
1693,98
1694,97
1695,96
1696,95
1697,94
1698,95
1699,96
1700,97
1701,98
1702,99
1703,100
1704,99
1705,98
1706,99
1707,100
1708,99
1709,100
1710,99
1711,100
1712,99
1713,100
1714,99
1715,98
1716,99
1717,100
1718,99
1719,100
1720,99
1721,100
1722,99
1723,100
1724,99
1725,100
1726,99
1727,100
1728,99
1729,100
1730,99
1731,100
1732,99
1733,100
1734,99
1735,100
1736,99
1737,98
1738,97
1739,98
1740,97
1741,98
1742,99
1743,100
1744,99
1745,98
1746,97
1747,96
1748,95
1749,96
1750,95
1751,96
1752,97
1753,96
1754,97
1755,98
1756,97
1757,98
1758,99
1759,98
1760,99
1761,100
1762,99
1763,100
1764,99
1765,100
1766,99
1767,100
1768,99
1769,100
1770,99
1771,100
1772,99
1773,100
1774,99
1775,100
1776,99
1777,100
1778,99
1779,100
1780,99
1781,100
1782,99
1783,100
1784,99
1785,100
1786,99
1787,100
1788,99
1789,100
1790,99
1791,100
1792,99
1793,100
1794,99
1795,100
1796,99
1797,100
1798,99
1799,100
1800,99
1801,100
1802,99
1803,100
1804,99
1805,100
1806,99
1807,100
1808,99
1809,100
1810,99
1811,100
1812,99
1813,100
1814,99
1815,100
1816,99
1817,100
1818,99
1819,100
1820,99
1821,100
1822,99
1823,100
1824,99
1825,98
1826,97
1827,96
1828,95
1829,94
1830,93
1831,94
1832,95
1833,96
1834,97
1835,98
1836,99
1837,98
1838,99
1839,100
1840,99
1841,98
1842,99
1843,100
1844,99
1845,100
1846,99
1847,100
1848,99
1849,100
1850,99
1851,100
1852,99
1853,100
1854,99
1855,100
1856,99
1857,98
1858,99
1859,100
1860,99
1861,100
1862,99
1863,100
1864,99
1865,100
1866,99
1867,100
1868,99
1869,100
1870,99
1871,100
1872,99
1873,98
1874,97
1875,96
1876,95
1877,94
1878,93
1879,92
1880,93
1881,92
1882,93
1883,94
1884,93
1885,92
1886,91
1887,90
1888,91
1889,92
1890,93
1891,94
1892,93
1893,94
1894,95
1895,96
1896,97
1897,98
1898,99
1899,100
1900,99
1901,100
1902,99
1903,100
1904,99
1905,98
1906,99
1907,100
1908,99
1909,98
1910,97
1911,96
1912,95
1913,96
1914,95
1915,96
1916,97
1917,98
1918,97
1919,96
1920,95
1921,94
1922,93
1923,94
1924,95
1925,96
1926,95
1927,96
1928,97
1929,98
1930,97
1931,96
1932,97
1933,98
1934,99
1935,98
1936,99
1937,98
1938,99
1939,100
1940,99
1941,100
1942,99
1943,100
1944,99
1945,100
1946,99
1947,100
1948,99
1949,100
1950,99
1951,100
1952,99
1953,100
1954,99
1955,100
1956,99
1957,100
1958,99
1959,100
1960,99
1961,100
1962,99
1963,100
1964,99
1965,100
1966,99
1967,98
1968,99
1969,100
1970,99
1971,98
1972,97
1973,96
1974,97
1975,98
1976,97
1977,96
1978,95
1979,96
1980,97
1981,96
1982,95
1983,94
1984,95
1985,96
1986,95
1987,96
1988,97
1989,98
1990,99
1991,98
1992,99
1993,100
1994,99
1995,100
1996,99
1997,100
1998,99
1999,98
2000,97
2001,96
2002,95
2003,96
2004,97
2005,96
2006,97
2007,98
2008,97
2009,96
2010,95
2011,94
2012,93
2013,94
2014,95
2015,94
2016,93
2017,94
2018,95
2019,96
2020,97
2021,98
2022,99
2023,100
2024,99
2025,98
2026,97
2027,96
2028,97
2029,96
2030,97
2031,98
2032,99
2033,100
2034,99
2035,100
2036,99
2037,100
2038,99
2039,100
2040,99
2041,100
2042,99
2043,100
2044,99
2045,100
2046,99
2047,100
2048,99
2049,100
2050,99
2051,98
2052,97
2053,96
2054,95
2055,96
2056,97
2057,96
2058,97
2059,98
2060,99
2061,98
2062,99
2063,98
2064,99
2065,100
2066,99
2067,100
2068,99
2069,100
2070,99
2071,100
2072,99
2073,100
2074,99
2075,100
2076,99
2077,100
2078,99
2079,98
2080,99
2081,100
2082,99
2083,98
2084,97
2085,98
2086,99
2087,100
2088,99
2089,98
2090,97
2091,96
2092,95
2093,94
2094,93
2095,92
2096,91
2097,90
2098,89
2099,88
2100,87
2101,86
2102,85
2103,84
2104,83
2105,82
2106,83
2107,82
2108,81
2109,80
2110,79
2111,78
2112,79
2113,80
2114,81
2115,82
2116,83
2117,84
2118,85
2119,86
2120,87
2121,86
2122,85
2123,86
2124,85
2125,86
2126,85
2127,86
2128,87
2129,88
2130,89
2131,90
2132,91
2133,92
2134,93
2135,94
2136,95
2137,96
2138,97
2139,96
2140,95
2141,96
2142,95
2143,96
2144,97
2145,96
2146,97
2147,98
2148,97
2149,98
2150,99
2151,98
2152,99
2153,100
2154,99
2155,100
2156,99
2157,100
2158,99
2159,100
2160,99
2161,100
2162,99
2163,100
2164,99
2165,98
2166,97
2167,96
2168,95
2169,94
2170,95
2171,96
2172,97
2173,98
2174,99
2175,100
2176,99
2177,100
2178,99
2179,100
2180,99
2181,100
2182,99
2183,100
2184,99
2185,100
2186,99
2187,100
2188,99
2189,100
2190,99
2191,98
2192,97
2193,96
2194,95
2195,96
2196,95
2197,94
2198,95
2199,94
2200,93
2201,94
2202,95
2203,96
2204,97
2205,98
2206,99
2207,100
2208,99
2209,100
2210,99
2211,100
2212,99
2213,100
2214,99
2215,100
2216,99
2217,100
2218,99
2219,100
2220,99
2221,98
2222,97
2223,96
2224,95
2225,94
2226,95
2227,96
2228,97
2229,98
2230,99
2231,100
2232,99
2233,100
2234,99
2235,100
2236,99
2237,98
2238,99
2239,100
2240,99
2241,100
2242,99
2243,100
2244,99
2245,100
2246,99
2247,100
2248,99
2249,100
2250,99
2251,100
2252,99
2253,100
2254,99
2255,100
2256,99
2257,100
2258,99
2259,100
2260,99
2261,100
2262,99
2263,100
2264,99
2265,100
2266,99
2267,100
2268,99
2269,100
2270,99
2271,100
2272,99
2273,100
2274,99
2275,100
2276,99
2277,100
2278,99
2279,100
2280,99
2281,100
2282,99
2283,100
2284,99
2285,98
2286,97
2287,96
2288,95
2289,94
2290,93
2291,92
2292,91
2293,90
2294,89
2295,88
2296,87
2297,86
2298,85
2299,84
2300,85
2301,84
2302,83
2303,84
2304,83
2305,82
2306,81
2307,82
2308,81
2309,82
2310,83
2311,84
2312,85
2313,86
2314,87
2315,86
2316,87
2317,88
2318,87
2319,86
2320,85
2321,84
2322,85
2323,86
2324,85
2325,84
2326,83
2327,84
2328,85
2329,86
2330,87
2331,86
2332,85
2333,84
2334,85
2335,86
2336,87
2337,88
2338,89
2339,90
2340,91
2341,92
2342,93
2343,94
2344,95
2345,96
2346,97
2347,98
2348,99
2349,100
2350,99
2351,100
2352,99
2353,100
2354,99
2355,100
2356,99
2357,100
2358,99
2359,100
2360,99
2361,100
2362,99
2363,100
2364,99
2365,100
2366,99
2367,100
2368,99
2369,98
2370,99
2371,100
2372,99
2373,100
2374,99
2375,100
2376,99
2377,100
2378,99
2379,98
2380,99
2381,100
2382,99
2383,98
2384,97
2385,98
2386,97
2387,98
2388,97
2389,98
2390,97
2391,98
2392,99
2393,100
2394,99
2395,100
2396,99
2397,98
2398,99
2399,98
2400,99
2401,100
2402,99
2403,100
2404,99
2405,100
2406,99
2407,100
2408,99
2409,100
2410,99
2411,100
2412,99
2413,100
2414,99
2415,100
2416,99
2417,100
2418,99
2419,100
2420,99
2421,100
2422,99
2423,100
2424,99
2425,100
2426,99
2427,98
2428,99
2429,100
2430,99
2431,100
2432,99
2433,100
2434,99
2435,98
2436,99
2437,100
2438,99
2439,98
2440,99
2441,100
2442,99
2443,100
2444,99
2445,98
2446,99
2447,100
2448,99
2449,100
2450,99
2451,98
2452,97
2453,96
2454,97
2455,96
2456,97
2457,96
2458,97
2459,98
2460,99
2461,98
2462,97
2463,96
2464,95
2465,96
2466,97
2467,98
2468,99
2469,100
2470,99
2471,98
2472,97
2473,96
2474,95
2475,94
2476,93
2477,92
2478,93
2479,94
2480,95
2481,96
2482,95
2483,94
2484,95
2485,96
2486,97
2487,98
2488,99
2489,98
2490,99
2491,100
2492,99
2493,98
2494,99
2495,100
2496,99
2497,100
2498,99
2499,98
2500,99
2501,100
2502,99
2503,100
2504,99
2505,100
2506,99
2507,98
2508,97
2509,96
2510,95
2511,94
2512,93
2513,92
2514,91
2515,90
2516,89
2517,88
2518,87
2519,88
2520,89
2521,90
2522,91
2523,92
2524,93
2525,92
2526,91
2527,92
2528,93
2529,94
2530,95
2531,96
2532,97
2533,98
2534,99
2535,100
2536,99
2537,98
2538,97
2539,96
2540,95
2541,94
2542,93
2543,92
2544,91
2545,90
2546,89
2547,90
2548,91
2549,92
2550,93
2551,94
2552,95
2553,96
2554,95
2555,94
2556,95
2557,94
2558,93
2559,92
2560,91
2561,92
2562,93
2563,94
2564,95
2565,96
2566,97
2567,98
2568,97
2569,98
2570,97
2571,98
2572,97
2573,96
2574,97
2575,96
2576,97
2577,96
2578,95
2579,96
2580,97
2581,98
2582,99
2583,100
2584,99
2585,98
2586,99
2587,100
2588,99
2589,98
2590,99
2591,100
2592,99
2593,98
2594,97
2595,96
2596,95
2597,94
2598,93
2599,92
2600,91
2601,90
2602,91
2603,90
2604,89
2605,90
2606,91
2607,92
2608,93
2609,94
2610,95
2611,96
2612,95
2613,94
2614,95
2615,96
2616,97
2617,98
2618,99
2619,98
2620,99
2621,100
2622,99
2623,98
2624,97
2625,96
2626,95
2627,94
2628,93
2629,94
2630,95
2631,96
2632,95
2633,94
2634,95
2635,96
2636,97
2637,98
2638,99
2639,98
2640,97
2641,98
2642,99
2643,98
2644,99
2645,98
2646,99
2647,98
2648,99
2649,100
2650,99
2651,98
2652,99
2653,100
2654,99
2655,100
2656,99
2657,98
2658,99
2659,98
2660,97
2661,98
2662,99
2663,100
2664,99
2665,98
2666,99
2667,100
2668,99
2669,100
2670,99
2671,98
2672,99
2673,100
2674,99
2675,100
2676,99
2677,98
2678,99
2679,100
2680,99
2681,100
2682,99
2683,100
2684,99
2685,100
2686,99
2687,100
2688,99
2689,98
2690,99
2691,100
2692,99
2693,100
2694,99
2695,100
2696,99
2697,98
2698,97
2699,96
2700,95
2701,94
2702,95
2703,96
2704,95
2705,94
2706,95
2707,96
2708,95
2709,94
2710,95
2711,94
2712,95
2713,96
2714,95
2715,94
2716,95
2717,94
2718,95
2719,94
2720,95
2721,96
2722,95
2723,94
2724,95
2725,96
2726,95
2727,96
2728,95
2729,94
2730,95
2731,94
2732,93
2733,92
2734,93
2735,94
2736,95
2737,96
2738,97
2739,98
2740,99
2741,98
2742,97
2743,98
2744,99
2745,100
2746,99
2747,98
2748,99
2749,100
2750,99
2751,100
2752,99
2753,100
2754,99
2755,98
2756,99
2757,100
2758,99
2759,100
2760,99
2761,98
2762,97
2763,96
2764,95
2765,94
2766,93
2767,92
2768,91
2769,90
2770,89
2771,88
2772,87
2773,86
2774,85
2775,86
2776,87
2777,88
2778,89
2779,90
2780,91
2781,92
2782,93
2783,94
2784,95
2785,96
2786,97
2787,98
2788,99
2789,100
2790,99
2791,98
2792,97
2793,96
2794,95
2795,94
2796,95
2797,96
2798,97
2799,98
2800,99
2801,100
2802,99
2803,98
2804,97
2805,96
2806,95
2807,94
2808,93
2809,92
2810,91
2811,90
2812,91
2813,92
2814,93
2815,94
2816,95
2817,96
2818,97
2819,98
2820,97
2821,98
2822,97
2823,96
2824,95
2825,94
2826,95
2827,96
2828,97
2829,98
2830,99
2831,98
2832,99
2833,100
2834,99
2835,100
2836,99
2837,100
2838,99
2839,98
2840,97
2841,98
2842,99
2843,100
2844,99
2845,100
2846,99
2847,98
2848,99
2849,100
2850,99
2851,98
2852,99
2853,100
2854,99
2855,100
2856,99
2857,98
2858,99
2859,100
2860,99
2861,100
2862,99
2863,98
2864,99
2865,100
2866,99
2867,100
2868,99
2869,98
2870,99
2871,100
2872,99
2873,100
2874,99
2875,98
2876,97
2877,96
2878,95
2879,94
2880,93
2881,92
2882,91
2883,90
2884,91
2885,90
2886,89
2887,90
2888,89
2889,88
2890,87
2891,88
2892,87
2893,86
2894,85
2895,86
2896,87
2897,88
2898,89
2899,90
2900,91
2901,90
2902,91
2903,92
2904,91
2905,92
2906,93
2907,94
2908,93
2909,92
2910,91
2911,90
2912,89
2913,88
2914,87
2915,86
2916,85
2917,86
2918,87
2919,86
2920,85
2921,86
2922,87
2923,86
2924,87
2925,88
2926,89
2927,90
2928,91
2929,92
2930,91
2931,92
2932,91
2933,90
2934,91
2935,92
2936,91
2937,92
2938,91
2939,90
2940,91
2941,92
2942,93
2943,94
2944,95
2945,96
2946,97
2947,98
2948,99
2949,100
2950,99
2951,100
2952,99
2953,100
2954,99
2955,98
2956,99
2957,100
2958,99
2959,100
2960,99
2961,98
2962,99
2963,98
2964,99
2965,100
2966,99
2967,98
2968,99
2969,100
2970,99
2971,100
2972,99
2973,98
2974,99
2975,100
2976,99
2977,98
2978,99
2979,100
2980,99
2981,98
2982,99
2983,100
2984,99
2985,98
2986,99
2987,100
2988,99
2989,100
2990,99
2991,100
2992,99
2993,100
2994,99
